Ind. Gravidade,Latitude GPS,Longitude GPS
3,40.20444,-8.488612
3,40.1849,-8.442465
3,40.23791,-8.427092
3,40.19422,-8.505907
3,40.178888,-8.447782
6,40.211559,-8.424025
3,40.17276,-8.390422
3,40.214318,-8.446612
3,40.221599,-8.409608
3,40.193284,-8.404972
3,40.2227,-8.441968
3,40.211284,-8.42097
3,40.210287,-8.431868
6,40.20066,-8.409527
3,40.25179,-8.425052
9,40.1818,-8.549997
3,40.184303,-8.405182
3,40.11619,-8.389678
3,40.26894,-8.443551
6,40.206944,-8.429476
3,40.227,-8.537879
6,40.19949,-8.371351
3,40.213991,-8.429124
3,40.182754,-8.411335
3,40.218144,-8.437333
3,40.16902,-8.391615
3,40.206886,-8.415471
3,40.202783,-8.405664
3,40.218337,-8.413712
6,40.209986,-8.41987
3,40.199614,-8.403439
6,40.218112,-8.406355
3,40.235879,-8.455316
3,40.17807,-8.3854
3,40.196079,-8.40272
3,40.223169,-8.435722
3,40.215068,-8.4307
3,40.193222,-8.409909
3,40.234728,-8.441458
3,40.203354,-8.434629
3,40.203354,-8.434629
3,40.24434,-8.480619
6,40.205119,-8.392485
3,40.221334,-8.430369
3,40.18566,-8.537734
3,40.222498,-8.439649
3,40.206583,-8.416611
3,40.23376,-8.499792
3,40.27376,-8.482983
3,40.24949,-8.494792
3,40.207212,-8.420561
3,40.210403,-8.430963
3,40.12627,-8.453167
9,40.190234,-8.401464
12,40.221536,-8.429824
3,40.204222,-8.425755
3,40.206129,-8.430575
3,40.209194,-8.431361
3,40.251327,-8.42568
3,40.221614,-8.42984
10,40.26362,-8.442693
3,40.184449,-8.396719
100,40.23841,-8.487683
3,40.176955,-8.449702
6,40.23221,-8.435624
3,40.30054,-8.417167
3,40.195186,-8.402646
3,40.30011,-8.418633
3,40.29348,-8.430224
3,40.211981,-8.443841
3,40.219403,-8.438757
3,40.197099,-8.410622
3,40.196666,-8.413173
3,40.247719,-8.442553
3,40.210009,-8.420261
6,40.203774,-8.400586
3,40.1785,-8.383767
3,40.197174,-8.462408
3,40.207792,-8.406298
6,40.17399,-8.482647
3,40.1464,-8.410935
3,40.217847,-8.437642
3,40.221536,-8.429824
6,40.214789,-8.464428
3,40.209963,-8.402835
3,40.207071,-8.429653
3,40.219567,-8.431706
10,40.253427,-8.425013
3,40.197147,-8.408606
3,40.197969,-8.444469
3,40.20446,-8.392161
3,40.19221,-8.540819
3,40.194392,-8.410047
6,40.221695,-8.439652
3,40.205084,-8.431434
3,40.223821,-8.439536
3,40.19222,-8.507506
3,40.212842,-8.383838
3,40.19904,-8.460308
3,40.22049,-8.429298
3,40.214637,-8.446041
6,40.17943,-8.447423
3,40.217296,-8.402333
3,40.204222,-8.425755
3,40.223576,-8.43949
3,40.208718,-8.418722
3,40.198691,-8.411663
3,40.216045,-8.438772
3,40.197156,-8.412033
3,40.15984,-8.437194
3,40.165182,-8.407777
3,40.20688,-8.363653
3,40.17533,-8.381109
3,40.212936,-8.431638
3,40.2779,-8.435317
3,40.223087,-8.446374
3,40.213338,-8.433731
3,40.213905,-8.441348
3,40.216403,-8.436614
3,40.27451,-8.443744
3,40.191187,-8.427067
3,40.18184,-8.393447
