Ind. Gravidade,Latitude GPS,Longitude GPS
3,40.17653,-8.395915
12,40.196172,-8.456199
3,40.196226,-8.446629
3,40.182909,-8.403891
3,40.250597,-8.442612
6,40.206448,-8.444057
3,40.29008,-8.44124
3,40.1857,-8.407088
19,40.19339,-8.420567
3,40.200354,-8.403601
3,40.19796,-8.339267
3,40.25039,-8.44886
3,40.30837,-8.399983
3,40.221665,-8.407552
3,40.238963,-8.435497
3,40.217988,-8.438832
3,40.211811,-8.440389
3,40.21975,-8.553536
3,40.19487,-8.405396
13,40.24131,-8.48855
3,40.222126,-8.439669
3,40.216212,-8.435422
10,40.21741,-8.564352
3,40.20072,-8.428621
3,40.196439,-8.413797
3,40.218741,-8.423306
3,40.2148,-8.442618
3,40.22638,-8.529918
6,40.203306,-8.404199
3,40.25129,-8.47518
10,40.22506,-8.487433
3,40.182523,-8.405672
6,40.198032,-8.445554
3,40.203502,-8.411717
3,40.226062,-8.409791
6,40.215215,-8.414709
3,40.23343,-8.508573
3,40.200764,-8.418207
3,40.214447,-8.416252
3,40.255497,-8.438627
3,40.234276,-8.448651
3,40.223879,-8.442132
6,40.211622,-8.413329
6,40.185753,-8.407181
3,40.194419,-8.413597
3,40.211538,-8.456686
9,40.29138,-8.446133
3,40.24097,-8.473506
3,40.194422,-8.402635
3,40.192377,-8.428029
13,40.14726,-8.411578
3,40.185307,-8.397595
6,40.183285,-8.402785
3,40.217468,-8.40511
3,40.193618,-8.398448
3,40.193556,-8.398557
3,40.206312,-8.474121
3,40.17563,-8.459617
3,40.13606,-8.398039
3,40.208248,-8.403988
6,40.19282,-8.423955
100,40.14637,-8.390551
3,40.203464,-8.409082
3,40.18791,-8.48945
3,40.27257,-8.443779
3,40.15683,-8.431627
3,40.22976,-8.519431
9,40.208825,-8.427678
3,40.26468,-8.396988
3,40.17361,-8.394035
3,40.211606,-8.428317
3,40.231059,-8.436459
3,40.14623,-8.410832
3,40.200912,-8.430498
3,40.210624,-8.432064
3,40.237787,-8.408576
3,40.20627,-8.52464
3,40.28916,-8.447167
3,40.207928,-8.416245
10,40.214196,-8.456152
3,40.213992,-8.446402
3,40.210777,-8.422766
3,40.194801,-8.420848
6,40.32234,-8.396685
13,40.1753,-8.380783
3,40.19785,-8.421221
3,40.13456,-8.387976
3,40.19969,-8.474403
3,40.198569,-8.402652
3,40.17454,-8.4812
3,40.217226,-8.438073
3,40.27317,-8.443683
3,40.23053,-8.518052
9,40.217745,-8.416634
3,40.216473,-8.407969
3,40.178902,-8.447763
3,40.221658,-8.429691
3,40.184636,-8.397609
3,40.27127,-8.400443
3,40.229884,-8.436958
3,40.214552,-8.446668
3,40.220067,-8.407134
3,40.210339,-8.437235
3,40.205561,-8.459232
3,40.208517,-8.431735
3,40.194415,-8.401104
6,40.2947,-8.44605
3,40.207613,-8.404242
3,40.213459,-8.4034
3,40.20077,-8.419644
10,40.18761,-8.557577
100,40.23373,-8.55978
3,40.22903,-8.522014
3,40.20404,-8.500065
3,40.241879,-8.442021
3,40.219466,-8.460191
3,40.207479,-8.437685
6,40.207137,-8.447656
3,40.204285,-8.425734
6,40.190646,-8.430518
3,40.22851,-8.375462
3,40.24966,-8.494917
3,40.21546,-8.435827
3,40.236491,-8.4356
3,40.214462,-8.444975
3,40.194584,-8.406907
3,40.229012,-8.43838
6,40.212382,-8.430086
3,40.197134,-8.407332
3,40.204722,-8.401279
3,40.221364,-8.432046
3,40.200956,-8.485293
3,40.12379,-8.3826
3,40.196781,-8.451713
3,40.14975,-8.428433
3,40.21468,-8.428649
3,40.213091,-8.43081
6,40.192043,-8.429156
3,40.22807,-8.52236
6,40.29961,-8.421217
10,40.19205,-8.535197
3,40.206753,-8.437424
3,40.16855,-8.383195
3,40.214068,-8.445204
3,40.23943,-8.46694
6,40.219615,-8.43838
13,40.207375,-8.471406
3,40.199808,-8.42124
3,40.22158,-8.429831
3,40.223428,-8.438822
10,40.25712,-8.4869
3,40.200648,-8.406394
3,40.21805,-8.437405
3,40.17203,-8.388941
6,40.207619,-8.400461
10,40.194652,-8.412986
3,40.201588,-8.410229
3,40.223182,-8.427466
3,40.27265,-8.481113
3,40.13006,-8.390958
3,40.218394,-8.43855
3,40.25061,-8.441875
3,40.204084,-8.469047
103,40.200912,-8.430498
3,40.215062,-8.403677
3,40.213517,-8.433667
3,40.211341,-8.397332
3,40.235482,-8.436108
3,40.213913,-8.445898
3,40.22638,-8.529683
3,40.27314,-8.470808
3,40.2016,-8.410279
3,40.214299,-8.444976
3,40.198683,-8.397541
3,40.187368,-8.400354
3,40.217922,-8.415177
3,40.196272,-8.446517
3,40.194335,-8.418152
3,40.223465,-8.438785
10,40.193364,-8.415281
3,40.195527,-8.450869
3,40.217649,-8.472041
3,40.2294,-8.519984
3,40.250219,-8.423393
3,40.216969,-8.439367
3,40.15667,-8.383633
6,40.240917,-8.433861
6,40.205548,-8.4089
3,40.206149,-8.407585
3,40.28923,-8.424883
3,40.13036,-8.479139
3,40.23328,-8.510301
3,40.213974,-8.445868
3,40.19092,-8.533287
3,40.202067,-8.423157
3,40.219038,-8.406943
3,40.27018,-8.46561
3,40.20043,-8.487333
3,40.22286,-8.439529
3,40.220146,-8.437939
3,40.25301,-8.442835
3,40.19937,-8.400363
3,40.213469,-8.403455
3,40.194969,-8.40265
6,40.12521,-8.490167
3,40.2621,-8.405925
3,40.16835,-8.436427
3,40.199644,-8.402899
3,40.200811,-8.418067
3,40.214393,-8.41212
3,40.210413,-8.413851
10,40.27643,-8.379514
3,40.213914,-8.445862
3,40.18512,-8.371797
3,40.195817,-8.405303
3,40.197323,-8.413366
3,40.1972,-8.407265
3,40.242573,-8.442582
3,40.201338,-8.409185
3,40.217844,-8.415543
3,40.17833,-8.381882
3,40.187617,-8.429096
26,40.19213,-8.535411
3,40.236491,-8.4356
6,40.223008,-8.4394
3,40.217742,-8.416755
3,40.211834,-8.432837
3,40.211408,-8.43246
3,40.218011,-8.437442
3,40.215923,-8.409353
3,40.198101,-8.461627
3,40.210198,-8.402715
6,40.246096,-8.441803
3,40.217499,-8.405064
3,40.198338,-8.421106
3,40.213584,-8.433647
3,40.238357,-8.460602
3,40.233017,-8.412598
3,40.206977,-8.429644
3,40.30384,-8.394284
3,40.178205,-8.448863
3,40.246043,-8.417632
3,40.214415,-8.415574
3,40.223446,-8.449888
3,40.25132,-8.4793
3,40.19085,-8.533343
3,40.198315,-8.402692
3,40.26208,-8.443058
3,40.219703,-8.438962
3,40.18948,-8.541312
3,40.23413,-8.494457
3,40.24012,-8.482912
3,40.22656,-8.536398
3,40.206787,-8.437279
3,40.188347,-8.429176
3,40.27473,-8.443744
3,40.1757,-8.380187
3,40.212781,-8.383827
3,40.188347,-8.429176
3,40.220675,-8.439311
103,40.28283,-8.427326
3,40.190435,-8.40012
6,40.208587,-8.468453
