Ind. Gravidade,Latitude GPS,Longitude GPS
3,40.199512,-8.440745
3,40.198015,-8.420974
3,40.22151,-8.429798
10,40.21835,-8.484395
3,40.20845,-8.438454
3,40.206953,-8.400499
3,40.202245,-8.468997
3,40.213223,-8.430843
3,40.201416,-8.408964
3,40.239188,-8.465736
3,40.198416,-8.436788
6,40.197872,-8.42103
3,40.23827,-8.435586
3,40.214177,-8.447034
9,40.212469,-8.426678
3,40.251327,-8.441827
3,40.214209,-8.453846
3,40.214467,-8.416698
16,40.21504,-8.430754
3,40.20623,-8.404132
3,40.201548,-8.434495
3,40.223456,-8.438794
3,40.20076,-8.418295
3,40.206787,-8.415853
6,40.206882,-8.415603
3,40.22461,-8.419068
6,40.207975,-8.43101
3,40.195322,-8.456309
3,40.211196,-8.456608
3,40.193308,-8.403072
3,40.214319,-8.446563
3,40.217521,-8.413387
3,40.196785,-8.432324
3,40.206593,-8.43003
6,40.206731,-8.437456
6,40.193703,-8.414913
3,40.198823,-8.407334
3,40.191647,-8.430985
3,40.203552,-8.434998
3,40.211301,-8.438279
3,40.190227,-8.40017
3,40.193971,-8.398468
3,40.217937,-8.437589
3,40.198847,-8.4091
3,40.214197,-8.450983
3,40.187123,-8.395342
3,40.218011,-8.414244
3,40.249191,-8.418326
3,40.255986,-8.419649
3,40.214482,-8.415488
3,40.198365,-8.447629
3,40.207449,-8.400218
3,40.221804,-8.439659
3,40.21498,-8.44121
3,40.19979,-8.420663
3,40.211195,-8.440318
3,40.209704,-8.451903
3,40.212174,-8.431791
6,40.200325,-8.430237
6,40.223208,-8.409129
3,40.219559,-8.438336
3,40.203436,-8.415017
6,40.204069,-8.419639
3,40.202146,-8.435638
3,40.195814,-8.431593
3,40.215634,-8.483907
3,40.209374,-8.414301
6,40.210859,-8.422672
3,40.208259,-8.4383
3,40.201588,-8.408146
3,40.211738,-8.407093
6,40.185524,-8.403946
3,40.202915,-8.449026
3,40.211933,-8.440281
3,40.207424,-8.43783
3,40.227323,-8.428188
3,40.219173,-8.420758
3,40.219146,-8.43511
3,40.218261,-8.406782
3,40.2079,-8.408658
3,40.213064,-8.385803
3,40.183312,-8.402777
3,40.214336,-8.414249
3,40.242685,-8.444825
3,40.205044,-8.431401
3,40.193703,-8.432381
3,40.224567,-8.433926
3,40.201577,-8.410233
9,40.184025,-8.406414
3,40.23859,-8.461765
3,40.202245,-8.468997
3,40.222824,-8.439626
3,40.211005,-8.431104
6,40.194691,-8.41277
3,40.204306,-8.472822
3,40.25491,-8.484208
13,40.18214,-8.352871
9,40.30669,-8.398597
3,40.23795,-8.513154
3,40.23924,-8.362232
3,40.16758,-8.463932
3,40.23082,-8.522355
3,40.16621,-8.493269
3,40.16834,-8.493537
3,40.23057,-8.487078
3,40.27252,-8.482217
10,40.21754,-8.563006
3,40.20266,-8.485565
3,40.18046,-8.546671
3,40.19547,-8.507023
3,40.23591,-8.557589
3,40.14037,-8.461026
3,40.18702,-8.558433
9,40.14104,-8.466844
3,40.13086,-8.464301
13,40.12136,-8.439319
3,40.11105,-8.39055
6,40.11627,-8.389498
3,40.23926,-8.510979
3,40.20408,-8.337078
6,40.2848,-8.422546
3,40.24,-8.469858
3,40.20459,-8.48608
3,40.16257,-8.364941
6,40.26108,-8.447451
3,40.17252,-8.383448
6,40.22672,-8.536154
3,40.28099,-8.44575
10,40.14256,-8.403854
3,40.18012,-8.36887
3,40.23576,-8.455138
6,40.15936,-8.433208
3,40.18393,-8.347614
3,40.19364,-8.506379
3,40.27836,-8.392321
6,40.27142,-8.404616
3,40.2537,-8.451001
3,40.27234,-8.419003
3,40.22869,-8.566139
3,40.18154,-8.491166
3,40.28163,-8.445717
3,40.25051,-8.448519
3,40.22942,-8.519801
6,40.20045,-8.501058
3,40.27228,-8.435314
6,40.30535,-8.406527
100,40.12972,-8.394156
3,40.18091,-8.509847
3,40.2173,-8.37447
6,40.17912,-8.544896
3,40.13033,-8.460149
3,40.20842,-8.489092
3,40.12583,-8.381389
3,40.16362,-8.384826
3,40.25193,-8.474874
3,40.28857,-8.446126
6,40.23668,-8.48829
3,40.25801,-8.403002
3,40.18275,-8.353681
3,40.20187,-8.493183
3,40.16956,-8.415608
6,40.14677,-8.389017
3,40.31971,-8.396359
3,40.18572,-8.371485
3,40.17069,-8.465255
3,40.23023,-8.447886
3,40.26729,-8.434219
6,40.30417,-8.408633
6,40.23169,-8.513929
3,40.28539,-8.425368
3,40.18225,-8.366303
3,40.1572,-8.433874
3,40.25801,-8.403002
3,40.15115,-8.380852
9,40.18634,-8.389558
3,40.1724,-8.38966
9,40.17532,-8.380809
3,40.16593,-8.457112
6,40.2435,-8.481192
3,40.24178,-8.522194
3,40.18019,-8.369219
9,40.30573,-8.404238
3,40.28127,-8.433483
3,40.30107,-8.419183
3,40.18375,-8.374243
3,40.16935,-8.456812
3,40.28183,-8.57292
10,40.27154,-8.436491
3,40.22752,-8.53135
3,40.16007,-8.431729
3,40.26787,-8.440067
