Ind. Gravidade,Latitude GPS,Longitude GPS
3,40.20378,-8.433148
3,40.21975,-8.438529
3,40.27121,-8.472883
3,40.17531,-8.380935
3,40.23926,-8.510979
3,40.27243,-8.422997
6,40.226532,-8.435914
3,40.21975,-8.438529
3,40.25567,-8.443358
3,40.14019,-8.464641
3,40.2499,-8.47077
3,40.207796,-8.408067
3,40.17697,-8.391151
3,40.26181,-8.443342
3,40.27214,-8.443914
3,40.14709,-8.412243
3,40.29566,-8.427183
3,40.27245,-8.478686
3,40.27307,-8.482583
6,40.28923,-8.446106
3,40.22334,-8.570397
3,40.216081,-8.439463
3,40.238993,-8.436041
3,40.19323,-8.515343
3,40.17488,-8.376769
3,40.19114,-8.53421
3,40.28531,-8.419601
6,40.17272,-8.453282
3,40.2743,-8.443809
3,40.18287,-8.550131
3,40.17891,-8.391924
3,40.22112,-8.566214
3,40.25574,-8.48725
3,40.18056,-8.389012
3,40.1873,-8.544297
3,40.23926,-8.510979
3,40.12527,-8.490117
3,40.218973,-8.40675
10,40.23508,-8.366362
12,40.18554,-8.510635
3,40.30373,-8.447821
3,40.19501,-8.402653
3,40.13968,-8.467185
100,40.19759,-8.519667
3,40.30865,-8.425296
3,40.203137,-8.417658
3,40.219006,-8.438226
3,40.203593,-8.425159
3,40.23125,-8.563961
100,40.13211,-8.385495
3,40.203228,-8.434394
6,40.26068,-8.500865
10,40.29496,-8.419225
3,40.23235,-8.513203
3,40.224763,-8.415278
3,40.17221,-8.436597
3,40.19501,-8.402653
6,40.12825,-8.484017
6,40.24013,-8.482981
3,40.13243,-8.466059
16,40.19223,-8.539907
12,40.1401,-8.467217
6,40.28912,-8.446094
3,40.26207,-8.443
3,40.27848,-8.430498
3,40.12547,-8.489825
6,40.26065,-8.443417
3,40.30906,-8.3792
6,40.28836,-8.4462
3,40.20984,-8.363652
9,40.22638,-8.531651
3,40.10268,-8.252897
9,40.24184,-8.484898
3,40.28419,-8.478117
3,40.23211,-8.527478
9,40.12699,-8.438969
3,40.12863,-8.381517
3,40.13466,-8.394342
3,40.27243,-8.422997
3,40.23086,-8.516097
6,40.21981,-8.553457
6,40.14887,-8.46255
6,40.09855,-8.39145
3,40.12607,-8.477369
3,40.12486,-8.491033
3,40.27254,-8.442633
